,username,time,sentiment,surprise,sadness,disgust,happiness,anger,like,fear,content,location,gender
10,卖火柴的小女孩01a,3/13/2014 12:29,sadness,5.24e-05,0.980122745,0.001009593,0.015597267,0.000550955,0.002460975,0.000205913,希望中国梦有我们这个群体一部分，有多个专家说，精神类疾病免费治疗是国际通用做法，中国做为世界第二大经济国，一贯执政为民，为什么不能和世界接轨呢？而不是像很多人，因为贫困得不到很好的治疗，每天痛苦不堪一天天挨着，直到挨不下去，无限绝望中，只有自己用结束生命的方式结束痛苦。 ,北京 东城区,f
11,卖火柴的小女孩01a,3/16/2014 13:33,happiness,2.84e-05,0.006944602,0.000150355,0.992658436,0.000117244,5.7e-05,4.4e-05,好人和坏人的区别是，面对穷人、不幸的人、落难的人，好人会同情，甚至出手相助；而坏人会歧视你，甚至还想欺负欺负，因为他觉得欺负这样的人没有任何风险。在流浪的日子，我遇到过平凡普通的人给我的温暖，哪怕是点滴的温暖，我都心存感激，想有机会好好谢谢他们。而坏人，坏到什么程度，也是无法想象 ,北京 东城区,f
12,卖火柴的小女孩01a,3/16/2014 13:35,happiness,4.08e-05,0.082615659,0.000475238,0.916054487,0.000647688,0.00016004,6.02e-06,有个北京老太太77岁，因为家庭困难，也因为个性太强，和自己的媳妇兑付不上来，一直在外面流浪，和她见第一面时，她捡的一堆破烂有报纸，放在那里而人不在，我就拿了她几张报纸垫着坐下了，她来后脸不是脸鼻子不是鼻子，斥责我拿了她的报纸，后来看到她大清早...畅读版【O网页链接】 ,北京 东城区,f
13,卖火柴的小女孩01a,3/16/2014 13:36,happiness,0.015250401,0.000768604,4.9e-05,0.981202602,0.000334763,0.001612033,0.000782607,我好几次在不同的垃圾箱上面，捡到别人吃剩的还热乎的好好的馅饼包子之类的，我拿走时都会想，这该是怎样心地善良的人啊，他一定是特意放在外面而不丢进垃圾箱的，为了让有需要的人拿走。我都不知道他姓甚名谁，但对他心怀感恩。 ,北京 东城区,f
14,卖火柴的小女孩01a,3/16/2014 13:37,happiness,0.18697755,0.007243976,0.007115996,0.752521753,0.001410328,0.031653408,0.013077096,我很羡慕@鲁若晴，她去世时，一定是怀着感恩之心和对这个世界满满的爱走的，而大多数贫困的病人，感受到的除了病痛的折磨，就是凄凉，像落叶面对秋风，对我来说，我想到4月1日这个日子，这个日子离开也是不错的选择，当人们每年纪念张国荣时，我是不是可以当作人们也在纪念我？ ,北京 东城区,f
15,卖火柴的小女孩01a,3/16/2014 13:38,sadness,2.22e-08,0.999999166,8.66e-08,2.62e-07,4.14e-07,3.36e-08,1.9e-08,感谢您发十条微博关注抑郁症，“应该让他们去找专业医生”，可是如果因为抑郁症已经丧失劳动能力，因为治病陷入贫困，每天被疾病折磨得痛苦不堪，很想找专业的医生，却不能够，该怎么办呢？您能帮我们圆一个梦想吗？请关注一个“资深”的抑郁症患者@卖火柴的小女孩01a 一年北京的求助之路。,北京 东城区,f
16,卖火柴的小女孩01a,3/16/2014 13:39,happiness,0.000631484,0.001802396,0.001096766,0.96818471,4.52e-05,0.027153449,0.00108599,为了活下去，等到帮助，接受治疗，我付出了很大的努力。凡事尽力而为，便可死而无憾。 ,北京 东城区,f
17,卖火柴的小女孩01a,3/19/2014 11:55,sadness,4.77e-06,0.999608934,2.33e-05,3.94e-05,0.000258169,4.98e-05,1.56e-05,失望，深深的失望，抑郁的情绪又重重地袭来．．．眼睛睁不开，困死了，眼皮打架，每一条症状都折磨得要死，咬牙坚持，继续坚持，不到最后一秒，不放弃。我要觉得4月1号之前，会得到帮助，您觉得我会吗？ ,北京 东城区,f
18,卖火柴的小女孩01a,3/19/2014 11:56,sadness,0.000543078,0.955125213,0.001349829,0.011632722,0.017106056,0.01418229,6.08e-05,其实我刚来在微博求助时，看到那个从事IT工作的老师在微博呼吁大家关爱抑郁症患者，我和他取得联系后，他安排他的女学生和我联系时，说会联系媒体界的朋友帮我，并和我一起憧憬了美好的前景，她有信心会帮到我，我也觉得很有希望，在那时，我就向她提出了也一...畅读版【O网页链接】 ,北京 东城区,f
19,卖火柴的小女孩01a,3/19/2014 11:57,sadness,0.000118915,0.97780025,0.000210468,0.006565197,0.014849123,0.000424084,3.2e-05,其实没有得病前，我的性格就属于热心肠助人为乐的那种，爱打抱不平，很小的时候，您很难想到，做为一个女孩，我的梦想是会武功，会武功干嘛？匡扶正义啊，中学时，同学送外号“大侠”，因为有侠骨柔情、拔刀相助的风范，可今天，却像个被人打趴在地的拳击手，...畅读版【O网页链接】 ,北京 东城区,f
20,卖火柴的小女孩01a,3/19/2014 11:58,sadness,1.24e-09,0.999999881,3.86e-08,4.85e-08,3.51e-08,7.63e-09,4.94e-10,没有哪种病像抑郁症一样，给人肉体和精神双重的折磨，最痛苦的是，它对你有一种精神的摧毁，看着好好的一个人，不缺胳膊少腿，得了这种病，连残疾人都不如，成了废人一个，因为只有一个人的驱壳，生活完全不能自理，在家时，我自己的房间就是狗窝，吃喝拉撒不...畅读版【O网页链接】 ,北京 东城区,f
21,卖火柴的小女孩01a,3/19/2014 11:58,happiness,1.4e-05,0.000652773,0.000125127,0.99861896,0.000576644,1.1e-05,1.51e-06,得了抑郁症，还是会时不时露出“热心肠、助人为乐”的本性，特别是当我觉得有了希望，情绪就会有好转，这时候遇到别人有困难，我就会主动上前帮一把。 那是在年前了，路遇一个中年妇女在捣鼓一个装垃圾用的大黑塑料袋，里面装了好多书，你想，书多沉啊，塑料...畅读版【O网页链接】 ,北京 东城区,f
22,卖火柴的小女孩01a,3/19/2014 11:59,sadness,5.9e-07,0.996181726,2.18e-05,0.003440176,0.000300986,5.4e-05,7.82e-07,精神的摧毁是，你每天除了痛苦，做人的任何感情，你都体会不到了，阅读和看电视，你体会不到里面任何的喜怒哀乐，因为只有抑郁一种情绪，我本来是一个特别容易感动的人，感动的情绪是多么美好的一种心理体验啊，可现在，本来应该感动的事，却体验不到了，还有...畅读版【O网页链接】 ,北京 东城区,f
23,卖火柴的小女孩01a,3/19/2014 12:00,sadness,2.12e-06,0.999586165,0.000164334,3.54e-05,0.000155216,1.78e-05,3.9e-05,还有一种痛苦就是睡眠障碍，我最先的睡眠障碍是嗜睡，总觉得困，睡不醒，白天也困，病越重，越想睡，克制不了的睡，越睡病越重，恶性循环；后来又出现失眠，两种症状都来折磨，无论是嗜睡还是失眠，都把我折磨的痛苦不堪，还有其它五花八门的症状，都要把我折磨死了，如果不能得到治疗，死是唯一解脱 ,北京 东城区,f
24,卖火柴的小女孩01a,3/19/2014 12:00,sadness,1.07e-09,0.999999881,9.78e-09,4.13e-08,7.48e-08,6.16e-09,6.87e-10,有过这种情况，我看到饭，就像瘾君子看到毒品，忙不迭的吃，那实在是很恐怖的一件事，也很痛苦，肚子就像个无底洞，但过后会撑得难受，其实这是抑郁症的一个症状，现在也是，无论吃多少，都吃不饱，总觉得饿，因为肠胃功能完全坏了。抑郁症病人躯体的症状可能...畅读版【O网页链接】 ,北京 东城区,f
25,卖火柴的小女孩01a,3/21/2014 11:45,sadness,0.079855189,0.85115695,0.016919078,0.002812282,0.04789589,0.000558448,0.000802138,想写的东西很多，发的微博没有效果，对我打击很大，抑郁的情绪蔓延全身，想写得东西写不出来，本来因为抑郁症，记忆力已经完全丧失，脑子锈掉了，思维变得迟钝，这样的症状不痛不痒，但很痛苦，而原来，我的文思常常如泉涌，下笔如有神助。现在还能写点东西，还可以凑合看，全靠原来那点底子啊。 ,北京 东城区,f
26,卖火柴的小女孩01a,3/21/2014 12:15,sadness,5.21e-09,0.999997497,1.71e-06,5.82e-07,1.15e-07,1.63e-07,1.16e-08,尽管抑郁，尽管痛苦，咬牙坚持，我除了自救，还想治好了以后帮助更多的抑郁症患者呢，我有一颗热心肠，还有英雄情结呢，唉，什么英雄情结，热心肠倒是真的，最主要的，我知道这个病给人造成多大的痛苦，我不希望别人像现在的我一样，每天生活在地狱里，人不人，鬼不鬼。 ,北京 东城区,f
27,卖火柴的小女孩01a,3/21/2014 12:31,surprise,0.848592877,0.03748551,0.016923813,0.017150223,0.076133817,0.003124274,0.000589466,我还要多发点微博，4月1号张国荣忌日那天离开，如果将来哪个记者像写@走饭 和@sienna赛娜 的离开一样来写我，也有点素材呀，我苦笑了．．．唉，不会离开以后，还这么凄凉，连写我的人都没有吧？所以我选择4月1号，这是多么好的日子啊，我要跟张国荣沾沾光，反正人们那天纪念他，我就当人们也在纪念我。 ,北京 东城区,f
28,卖火柴的小女孩01a,3/21/2014 12:50,sadness,4.68e-10,0.999999166,2.83e-09,6.67e-07,5.43e-08,1.93e-08,6.16e-09,对一个抑郁症病人来说，让他看到希望，就是给他战胜疾病的动力，一旦他完全绝望，就是他死期的到来。 ,北京 东城区,f
29,卖火柴的小女孩01a,3/21/2014 13:10,sadness,1.61e-07,0.999996901,2.55e-07,1.71e-06,4.18e-07,5.87e-07,5.42e-08,只是拜托，哪位记者再写有关抑郁症患者自杀的文章，除了写我们的痛苦，帮我们呼吁一下国家免费治疗的事，这才是问题的关键，有病不可怕，没钱治疗才最可怕，很遗憾，没有一个记者触及这方面的内容，因为这是剥夺我们生命的唯一杀手，而不是疾病本身，因为抑郁症是可以治好的呀，我一直相信我的病能治好 ,北京 东城区,f
30,卖火柴的小女孩01a,3/24/2014 16:09,sadness,1.03e-05,0.999235272,5.3e-05,0.000479939,0.00014346,4.52e-05,3.29e-05,谢谢给我鼓励素不相识的网友，你们的关爱让我的存在还不那么羞愧难当，我不知道用怎样的方式表达我的感激之情，原本的性格和现在抑郁症的状态，我都不希望自己成为焦点，今天，战战兢兢期待被关注，是无奈之举，因为我已走投无路。 ,北京 东城区,f
31,卖火柴的小女孩01a,3/24/2014 16:11,happiness,1.89e-05,0.000412689,0.018760292,0.980655074,0.000130483,1.94e-05,3.17e-06,现在这种抑郁症的状态，我连手拿装东西的环保袋，是醒目的黄色和红色之类的，我都浑身不自在，好在有个卖玩具的大叔，愿意把他装东西的黑色的，二话不说倒出来给我用，而当我把别人发广告给的黄色环保袋送给他时，几次到原来的地方，再也没有碰到他，他是个好人，摊位前总摆个牌子，上写：义务指路. ,北京 东城区,f
32,卖火柴的小女孩01a,3/24/2014 16:55,sadness,1.23e-09,0.999999762,4.8e-08,9.99e-08,5.68e-08,2.01e-08,1.78e-09,《难熬的日子》且不说病痛的折磨，每天这样流浪的日子，真的是太难熬了，我知道自己身体的条件根本无法工作，抑郁，什么都没有情绪做，睡眠障碍，乏力乏得要死，腰酸到不行，双脚像站在冰窖里，冰到双腿，以至上半身，等等，可我想结束这种流浪的生活啊，我想...畅读版【O网页链接】 ,北京 东城区,f
33,卖火柴的小女孩01a,3/24/2014 16:57,sadness,3.82e-09,0.999998212,1.39e-07,2.95e-07,1.28e-06,2.65e-08,2.96e-09,《牙掉了》这几天满嘴的牙酥酥的难受，说不清什么感觉，好像要全部掉光了，特别是掉牙的缺损处，难受，因为抑郁症导致的肾虚，年纪轻轻的，牙掉了几颗，现在掉的两颗已经五六年了，一直没有补上，在家的时候除了经济的原因，我拿不出几百元钱，也因为自闭出不...畅读版【O网页链接】 ,北京 东城区,f
34,卖火柴的小女孩01a,3/24/2014 16:58,sadness,3.22e-08,0.999998331,1.83e-07,6.61e-07,7.74e-07,2.61e-08,6.43e-09,《双亲》在最初得抑郁症的几年里，因为不知道要到精神科治疗，四处求医问药不见好转，我很痛苦，父母也愁得不行，妈妈就讲起了有这样一个父亲，在儿子得了重病不治身亡之后，他很难过，留下了那个夺走儿子命的“东西”，挂在烟袋上，每天带着它，有一天，触到...畅读版【O网页链接】 ,北京 东城区,f
35,卖火柴的小女孩01a,3/31/2014 15:13,sadness,2.15e-09,0.999996901,6.23e-08,2.48e-06,1.32e-07,3.04e-07,1.78e-07,乏力乏得要死，胸口发堵，难受．．． 抑郁，抑郁得不能自拔，逼自己写，我要把所经历的一切写出来，否则没有机会了。 ,北京 东城区,f
36,卖火柴的小女孩01a,3/31/2014 15:15,sadness,1.23e-08,0.626214802,6.19e-07,0.373757899,7.46e-06,1.91e-05,1.5e-07,注：以下经历中，诸如“温暖，感动”，对一个抑郁症病人来说，已经不是一个健康人所能感受到的那样，我感受不出那样美好的感觉，但我知道，那一定是“温暖、感动。”唯有每一次的眼泪，都是那样真真切切，从脸颊流下．．． ,北京 东城区,f
37,卖火柴的小女孩01a,3/31/2014 15:18,happiness,9.36e-05,0.01448543,0.010154309,0.954955935,0.003648043,0.016628642,3.41e-05,我发表了文章°老婆婆 ,北京 东城区,f
38,卖火柴的小女孩01a,3/31/2014 15:20,sadness,4.5e-05,0.424449384,0.000751171,0.400666565,0.006074969,0.168000832,1.21e-05,我发表了文章°渴望，突破 ,北京 东城区,f
39,卖火柴的小女孩01a,3/31/2014 15:23,sadness,6.35e-06,0.858649254,0.000552472,0.137568697,0.00086993,0.002346341,7.03e-06,我发表了文章°城管队员 ,北京 东城区,f
40,卖火柴的小女孩01a,3/31/2014 15:25,happiness,3.74e-05,0.08263848,0.008806598,0.893038809,0.004759962,0.010506323,0.000212445,我发表了文章°充话费 ,北京 东城区,f
41,卖火柴的小女孩01a,3/31/2014 15:25,sadness,8.22e-07,0.998316169,5.7e-05,0.001222026,1.59e-05,0.000379165,8.87e-06,我发表了文章°天使和魔鬼 ,北京 东城区,f
42,卖火柴的小女孩01a,3/31/2014 15:27,happiness,0.015209959,0.000312408,0.000408679,0.983556509,1.7e-05,0.00025688,0.000238543,还有一个月充话费，在一家医院，我看到有个人在用手机上网，问她能不能在网上给我充8块钱的，她不会充，热心给我咨询朋友，最后为我充上了10块钱，却执意不收我钱，那次如果她要了我的钱，我身上就一文不名了。她是外地来医院学针灸的学员，如果我能活过来，希望能从医院找到她的线索，好好谢谢她。 ,北京 东城区,f
43,卖火柴的小女孩01a,3/31/2014 15:28,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°铺盖卷 ,北京 东城区,f
44,卖火柴的小女孩01a,3/31/2014 15:30,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°和稀泥 ,北京 东城区,f
45,卖火柴的小女孩01a,3/31/2014 15:35,happiness,1.47e-05,0.000326818,4.7e-05,0.999585092,8.8e-06,2.31e-06,1.54e-05,晚上走在马路上，饿得我像只流浪狗一样四处寻找吃的东西，一家大排档的食客已经很少了，有一个桌子上有一碗疙瘩汤，我以为是客人吃剩的，饕餮地喝了起来，没想到是旁边客人放在那里的，我正满怀歉意无地自容时，饭店的一个男工作人员拿着椅子朝我扔了过来．．．而其实，客人并没有责怪我。 ,北京 东城区,f
46,卖火柴的小女孩01a,3/31/2014 15:35,sadness,3.39e-05,0.853635848,0.007332845,0.133531556,0.001493983,0.003952581,1.91e-05,我发表了文章°盒饭 ,北京 东城区,f
47,卖火柴的小女孩01a,3/31/2014 15:36,happiness,0.010970788,0.004955508,0.01046655,0.969556451,0.003345727,0.000517274,0.000187767,一家饭店外面放着饮水机，并且备有纸杯，既供自己店里客人饮用，环卫工路人也有去接着喝的，而我过去接水时，一男服务员却要轰我走．．． ,北京 东城区,f
48,卖火柴的小女孩01a,3/31/2014 15:37,sadness,3.26e-05,0.749220669,0.008609975,0.233693287,0.002453412,0.005954961,3.51e-05,我发表了文章°证件 ,北京 东城区,f
49,卖火柴的小女孩01a,3/31/2014 15:38,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°赶尽杀绝 ,北京 东城区,f
50,卖火柴的小女孩01a,3/31/2014 15:39,anger,0.118587859,0.000250848,0.398390859,0.011211185,0.462464631,0.008978122,0.00011647,白天实在没有地方呆时，因为总想找个回避人群的地方，也因为总是乏力难受，有一次坐在胡同一辆三轮车的后斗上，主人来了，是个中年男士，上到车座打算骑走，我蹦出一句：“你把我拉走吧，爱拉哪拉哪。”我当然没有别的意思，我的意思是，最好把我拉到天边，希望那是个没有苦难的地方。 ,北京 东城区,f
51,卖火柴的小女孩01a,3/31/2014 15:39,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°魔爪 ,北京 东城区,f
52,卖火柴的小女孩01a,3/31/2014 15:40,happiness,7.11e-05,0.046609886,0.009621381,0.914625347,0.000432594,0.028624376,1.53e-05,我发表了文章°坚实的后背 ,北京 东城区,f
53,卖火柴的小女孩01a,3/31/2014 15:42,happiness,8.2e-05,0.318340659,0.003919762,0.59264189,0.003188838,0.081585981,0.000240837,我发表了文章°点滴之爱 ,北京 东城区,f
54,卖火柴的小女孩01a,3/31/2014 15:44,happiness,9.6e-05,0.085782029,0.00800944,0.887496114,0.015878843,0.002710362,2.71e-05,我发表了文章°女人的家 ,北京 东城区,f
55,卖火柴的小女孩01a,3/31/2014 15:47,happiness,2.68e-05,0.345455676,0.000956052,0.624432564,0.002956559,0.026059616,0.000112717,我发表了文章°乞丐 ,北京 东城区,f
56,卖火柴的小女孩01a,3/31/2014 15:48,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°岔口 ,北京 东城区,f
57,卖火柴的小女孩01a,3/31/2014 15:50,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°难于上青天 ,北京 东城区,f
58,卖火柴的小女孩01a,3/31/2014 15:51,sadness,0.000223354,0.99847883,0.00011759,3.32e-05,0.000140297,0.000863196,0.000143549,我能活到现在，特别是在北京这一年的流浪生活，我能坚持下来，是很大的一个奇迹，一直希望能再创造奇迹，坚持到获得帮助，把病治好，然后去帮助像我一样的抑郁症病人，帮他们去创造奇迹，为什么想圆这样一个梦想，我付出了这么大的努力，依然这样难呢？好累，好绝望．．． ,北京 东城区,f
