ID,Published time,Sentiment,surprise,sadness,disgust,happiness,anger,like,fear,context,location,gender
卖火柴的小女孩01a,3/21/2014 12:50,sadness,4.68E-10,0.999999166,2.83E-09,6.67E-07,5.43E-08,1.93E-08,6.16E-09,对一个抑郁症病人来说，让他看到希望，就是给他战胜疾病的动力，一旦他完全绝望，就是他死期的到来。 ,北京 东城区,f
卖火柴的小女孩01a,3/21/2014 13:10,sadness,1.61E-07,0.999996901,2.55E-07,1.71E-06,4.18E-07,5.87E-07,5.42E-08,只是拜托，哪位记者再写有关抑郁症患者自杀的文章，除了写我们的痛苦，帮我们呼吁一下国家免费治疗的事，这才是问题的关键，有病不可怕，没钱治疗才最可怕，很遗憾，没有一个记者触及这方面的内容，因为这是剥夺我们生命的唯一杀手，而不是疾病本身，因为抑郁症是可以治好的呀，我一直相信我的病能治好 ,北京 东城区,f
卖火柴的小女孩01a,3/24/2014 16:09,sadness,1.03E-05,0.999235272,5.30E-05,0.000479939,0.00014346,4.52E-05,3.29E-05,谢谢给我鼓励素不相识的网友，你们的关爱让我的存在还不那么羞愧难当，我不知道用怎样的方式表达我的感激之情，原本的性格和现在抑郁症的状态，我都不希望自己成为焦点，今天，战战兢兢期待被关注，是无奈之举，因为我已走投无路。 ,北京 东城区,f
卖火柴的小女孩01a,3/24/2014 16:11,happiness,1.89E-05,0.000412689,0.018760292,0.980655074,0.000130483,1.94E-05,3.17E-06,现在这种抑郁症的状态，我连手拿装东西的环保袋，是醒目的黄色和红色之类的，我都浑身不自在，好在有个卖玩具的大叔，愿意把他装东西的黑色的，二话不说倒出来给我用，而当我把别人发广告给的黄色环保袋送给他时，几次到原来的地方，再也没有碰到他，他是个好人，摊位前总摆个牌子，上写：义务指路. ,北京 东城区,f
卖火柴的小女孩01a,3/24/2014 16:55,sadness,1.23E-09,0.999999762,4.80E-08,9.99E-08,5.68E-08,2.01E-08,1.78E-09,《难熬的日子》且不说病痛的折磨，每天这样流浪的日子，真的是太难熬了，我知道自己身体的条件根本无法工作，抑郁，什么都没有情绪做，睡眠障碍，乏力乏得要死，腰酸到不行，双脚像站在冰窖里，冰到双腿，以至上半身，等等，可我想结束这种流浪的生活啊，我想...畅读版【O网页链接】 ,北京 东城区,f
卖火柴的小女孩01a,3/24/2014 16:57,sadness,3.82E-09,0.999998212,1.39E-07,2.95E-07,1.28E-06,2.65E-08,2.96E-09,《牙掉了》这几天满嘴的牙酥酥的难受，说不清什么感觉，好像要全部掉光了，特别是掉牙的缺损处，难受，因为抑郁症导致的肾虚，年纪轻轻的，牙掉了几颗，现在掉的两颗已经五六年了，一直没有补上，在家的时候除了经济的原因，我拿不出几百元钱，也因为自闭出不...畅读版【O网页链接】 ,北京 东城区,f
卖火柴的小女孩01a,3/24/2014 16:58,sadness,3.22E-08,0.999998331,1.83E-07,6.61E-07,7.74E-07,2.61E-08,6.43E-09,《双亲》在最初得抑郁症的几年里，因为不知道要到精神科治疗，四处求医问药不见好转，我很痛苦，父母也愁得不行，妈妈就讲起了有这样一个父亲，在儿子得了重病不治身亡之后，他很难过，留下了那个夺走儿子命的“东西”，挂在烟袋上，每天带着它，有一天，触到...畅读版【O网页链接】 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:13,sadness,2.15E-09,0.999996901,6.23E-08,2.48E-06,1.32E-07,3.04E-07,1.78E-07,乏力乏得要死，胸口发堵，难受．．． 抑郁，抑郁得不能自拔，逼自己写，我要把所经历的一切写出来，否则没有机会了。 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:15,sadness,1.23E-08,0.626214802,6.19E-07,0.373757899,7.46E-06,1.91E-05,1.50E-07,注：以下经历中，诸如“温暖，感动”，对一个抑郁症病人来说，已经不是一个健康人所能感受到的那样，我感受不出那样美好的感觉，但我知道，那一定是“温暖、感动。”唯有每一次的眼泪，都是那样真真切切，从脸颊流下．．． ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:18,happiness,9.36E-05,0.01448543,0.010154309,0.954955935,0.003648043,0.016628642,3.41E-05,我发表了文章°老婆婆 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:20,sadness,4.50E-05,0.424449384,0.000751171,0.400666565,0.006074969,0.168000832,1.21E-05,我发表了文章°渴望，突破 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:23,sadness,6.35E-06,0.858649254,0.000552472,0.137568697,0.00086993,0.002346341,7.03E-06,我发表了文章°城管队员 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:25,happiness,3.74E-05,0.08263848,0.008806598,0.893038809,0.004759962,0.010506323,0.000212445,我发表了文章°充话费 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:25,sadness,8.22E-07,0.998316169,5.70E-05,0.001222026,1.59E-05,0.000379165,8.87E-06,我发表了文章°天使和魔鬼 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:27,happiness,0.015209959,0.000312408,0.000408679,0.983556509,1.70E-05,0.00025688,0.000238543,还有一个月充话费，在一家医院，我看到有个人在用手机上网，问她能不能在网上给我充8块钱的，她不会充，热心给我咨询朋友，最后为我充上了10块钱，却执意不收我钱，那次如果她要了我的钱，我身上就一文不名了。她是外地来医院学针灸的学员，如果我能活过来，希望能从医院找到她的线索，好好谢谢她。 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:28,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°铺盖卷 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:30,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°和稀泥 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:35,happiness,1.47E-05,0.000326818,4.70E-05,0.999585092,8.80E-06,2.31E-06,1.54E-05,晚上走在马路上，饿得我像只流浪狗一样四处寻找吃的东西，一家大排档的食客已经很少了，有一个桌子上有一碗疙瘩汤，我以为是客人吃剩的，饕餮地喝了起来，没想到是旁边客人放在那里的，我正满怀歉意无地自容时，饭店的一个男工作人员拿着椅子朝我扔了过来．．．而其实，客人并没有责怪我。 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:35,sadness,3.39E-05,0.853635848,0.007332845,0.133531556,0.001493983,0.003952581,1.91E-05,我发表了文章°盒饭 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:36,happiness,0.010970788,0.004955508,0.01046655,0.969556451,0.003345727,0.000517274,0.000187767,一家饭店外面放着饮水机，并且备有纸杯，既供自己店里客人饮用，环卫工路人也有去接着喝的，而我过去接水时，一男服务员却要轰我走．．． ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:37,sadness,3.26E-05,0.749220669,0.008609975,0.233693287,0.002453412,0.005954961,3.51E-05,我发表了文章°证件 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:38,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°赶尽杀绝 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:39,anger,0.118587859,0.000250848,0.398390859,0.011211185,0.462464631,0.008978122,0.00011647,白天实在没有地方呆时，因为总想找个回避人群的地方，也因为总是乏力难受，有一次坐在胡同一辆三轮车的后斗上，主人来了，是个中年男士，上到车座打算骑走，我蹦出一句：“你把我拉走吧，爱拉哪拉哪。”我当然没有别的意思，我的意思是，最好把我拉到天边，希望那是个没有苦难的地方。 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:39,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°魔爪 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:40,happiness,7.11E-05,0.046609886,0.009621381,0.914625347,0.000432594,0.028624376,1.53E-05,我发表了文章°坚实的后背 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:42,happiness,8.20E-05,0.318340659,0.003919762,0.59264189,0.003188838,0.081585981,0.000240837,我发表了文章°点滴之爱 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:44,happiness,9.60E-05,0.085782029,0.00800944,0.887496114,0.015878843,0.002710362,2.71E-05,我发表了文章°女人的家 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:47,happiness,2.68E-05,0.345455676,0.000956052,0.624432564,0.002956559,0.026059616,0.000112717,我发表了文章°乞丐 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:48,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°岔口 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:50,happiness,0.000131007,0.304358155,0.008141299,0.629869401,0.003250031,0.054012306,0.000237844,我发表了文章°难于上青天 ,北京 东城区,f
卖火柴的小女孩01a,3/31/2014 15:51,sadness,0.000223354,0.99847883,0.00011759,3.32E-05,0.000140297,0.000863196,0.000143549,我能活到现在，特别是在北京这一年的流浪生活，我能坚持下来，是很大的一个奇迹，一直希望能再创造奇迹，坚持到获得帮助，把病治好，然后去帮助像我一样的抑郁症病人，帮他们去创造奇迹，为什么想圆这样一个梦想，我付出了这么大的努力，依然这样难呢？好累，好绝望．．． ,北京 东城区,f
旅行的孤独风,11/20/2018 21:36,anger,1.68E-06,0.161244959,0.000944394,2.37E-05,0.837728918,1.68E-06,5.47E-05,容我去死一死可好，我既然已经崩溃到这种地步了。容我大哭一场，然后安静的死一死如何。 ,北京,m
旅行的孤独风,11/21/2018 21:11,sadness,0.002687859,0.789202154,0.040233701,0.010149707,0.155933723,0.001000889,0.00079188,好久的图了，借用一次。明明都准备去死了，却就是笑着面对别人，我果然是生病了。 ,北京,m
旅行的孤独风,11/23/2018 10:38,sadness,3.77E-06,0.999220371,7.58E-05,1.21E-05,0.000653067,1.30E-05,2.19E-05,我发表了头条文章:《抑郁症的第1571天。》 °抑郁症的第1571天。 ,北京,m
旅行的孤独风,11/28/2018 19:16,sadness,0.000220175,0.923021555,0.005910828,0.044313177,0.002537481,0.023974583,2.22E-05,快该走了，留给我的时日无多了，十重奏后归于零。 ,北京,m
旅行的孤独风,11/28/2018 23:01,sadness,3.77E-06,0.999220371,7.58E-05,1.21E-05,0.000653067,1.30E-05,2.19E-05,我发表了头条文章:《抑郁症的第1576天》 °抑郁症的第1576天 ,北京,m
旅行的孤独风,12/2/2018 23:51,sadness,1.41E-06,0.972867906,0.000364865,0.00022844,0.026526611,9.45E-06,1.32E-06,終末之曲，入地教门，不得果报，不得富贵，不得壮硕，不得善终。 ,北京,m
旅行的孤独风,12/3/2018 12:47,sadness,2.80E-06,0.991387904,0.000122013,0.007187389,0.00038902,0.000904755,6.10E-06,人生总会散场，只是后来，世界没有了我，你眼里没了爱的人。 ,北京,m
旅行的孤独风,12/4/2018 22:32,like,0.084417604,0.023952818,0.358236939,0.056374744,0.069753416,0.401322097,0.005942388,开始倒计时了，回忆录也写得差不多了，好像不差什么了。 ,北京,m
旅行的孤独风,12/7/2018 19:07,sadness,0.000273103,0.979497313,0.000112569,0.004481566,0.000325274,0.003207886,0.012102243,离死亡的时间越近，心越趋向平静，死亡在我看来，就像去吃个饭，区别只在于吃饭需要视觉味觉和嗅觉，死亡不需要任何感觉。 ,北京,m
旅行的孤独风,12/12/2018 23:59,sadness,0.000561478,0.926012158,0.021444948,0.00117496,0.001288537,0.025336364,0.024181638,当你们看到这条微博，我已经走了，我熬过了1584天，终于在今天凌晨结束了，谢谢各位，我熬不下去啦，所以我走了。对不起，各位，我还是撑不下去。 ,北京,m
杨匪匪匪,6/14/2016 16:02,sadness,0.093479663,0.181262627,0.16359365,0.178812668,0.150423929,0.157345846,0.075081557,瘦肉粥 ,其他,f
杨匪匪匪,7/4/2016 8:26,sadness,8.03E-07,0.997929335,2.43E-05,0.000906062,3.80E-05,0.000996605,0.000104839,“有情不必终老，暗香浮动恰好。” ,其他,f
杨匪匪匪,7/15/2016 9:19,sadness,0.000219457,0.669955909,0.015575868,0.310421944,0.000330676,0.003455587,4.05E-05,“你告诉我肉有多好吃以后，我就当不了小和尚了。可是你转身离开，告诉我这样才算是修行。” ,其他,f
杨匪匪匪,7/18/2016 0:17,happiness,0.002000568,0.003123864,0.00745586,0.963932037,0.001883544,0.021159898,0.000444173,太美的承诺只是因为还没开始煎。 ,其他,f
杨匪匪匪,7/20/2016 11:31,happiness,0.000712942,0.000389208,0.001545981,0.922510564,0.000149364,0.074533686,0.000158242,“让我偷偷看你，在你回眸的微风里” ,其他,f
杨匪匪匪,9/3/2016 17:34,anger,0.000660511,0.342182755,0.00559726,0.000758788,0.649941325,0.000587205,0.000272153,什么玩意 ¡查看图片,其他,f
杨匪匪匪,9/4/2016 19:34,like,0.016174722,0.098753758,0.21344009,0.194516048,0.099922873,0.320780694,0.056411836,黄昏。 ,其他,f
杨匪匪匪,9/6/2016 17:08,sadness,1.39E-05,0.921635985,0.020479953,0.013630966,0.044046305,0.000168865,2.40E-05,“这人生似死水一潭，唯你是惊波微澜” ,其他,f
杨匪匪匪,10/16/2016 14:11,sadness,0.001122318,0.874429166,0.004601359,0.005399558,0.000692132,0.113321096,0.000434366,有时候感觉自己活得失败 那些锁骨放硬币 胸托手机 还有A4腰 我一个都不行 我除了长得好看 一无是处 ,其他,f
杨匪匪匪,10/29/2016 12:41,anger,0.000279831,0.231392831,0.002109121,0.00299098,0.727481246,0.035667129,7.89E-05,这三个作者好鬼畜啊 ,其他,f
杨匪匪匪,11/5/2016 19:09,like,0.032981023,0.184242129,0.021316046,0.142433763,0.067128293,0.524089873,0.027808851,父爱如山 ,其他,f
杨匪匪匪,11/8/2016 16:27,sadness,0.00148298,0.514977455,0.021579398,0.41759187,0.025826685,0.013912654,0.004628934,分享图片 ,其他,f
杨匪匪匪,11/11/2016 19:51,happiness,0.000130632,8.84E-05,0.000244387,0.984463692,0.006001834,0.009056029,1.51E-05,成功被淘宝认为是有钱人 ,其他,f
杨匪匪匪,11/15/2016 11:02,happiness,0.000510593,0.061596133,0.000433598,0.870283723,0.04473957,0.02220287,0.000233571,好漂亮 ,其他,f
杨匪匪匪,11/18/2016 20:08,happiness,0.012674561,0.001453735,0.041129094,0.637837231,0.031061038,0.274976283,0.000868136,我学会了一个情绪管理的方法在玩王者荣耀的时候敷面膜 ,其他,f
杨匪匪匪,11/18/2016 22:39,sadness,0.020404914,0.715896964,0.082200624,0.010145214,0.031719193,0.137174323,0.00245881,偶尔会怀疑2000粉丝是别人偷偷给我买的僵尸粉 ,其他,f
杨匪匪匪,12/6/2016 18:26,anger,0.000362985,0.047987979,0.140285149,0.005100867,0.784351528,0.021796936,0.000114647,一周多没上微博微博自动给我关注了一群美容博主 ,其他,f
杨匪匪匪,12/17/2016 10:15,happiness,2.94E-06,8.48E-06,0.000194988,0.999400377,1.17E-05,0.000380615,9.11E-07,土嗨的真谛 ,其他,f
杨匪匪匪,1/17/2017 21:00,anger,0.004446444,0.027736012,0.032299474,0.020498365,0.71254909,0.202239543,0.000231092,微博的用处对我而言就是看撕逼吧 ,其他,f
